,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
574,2,3,1,1,0,0,0,0,0,0
575,1,1,0,0,0,1,0,0,0,0
576,2,0,0,0,1,1,0,0,0,0
577,2,0,0,0,0,0,0,0,0,0
578,0,2,0,0,0,0,0,0,0,0
579,1,2,0,1,0,1,0,0,0,0
580,1,0,1,0,0,0,0,0,0,0
581,6,0,0,0,0,0,0,2,0,0
582,4,0,0,0,0,0,0,0,0,0
583,2,2,0,0,1,0,0,0,0,0
584,3,0,0,1,0,1,0,0,0,0
585,3,0,0,0,0,1,0,0,0,0
586,6,0,0,1,0,0,0,0,0,0
587,4,0,0,1,0,0,0,0,0,0
588,4,1,0,0,1,0,0,0,0,0
589,1,0,0,0,0,0,0,0,0,0
590,2,0,0,0,0,0,0,0,0,0
591,1,0,0,0,0,0,2,0,0,0
592,2,0,0,0,0,0,1,0,0,0
593,2,0,0,0,0,0,0,0,0,0
594,3,0,0,0,0,0,0,0,0,0
595,7,0,0,0,0,0,0,0,0,0
596,5,0,0,0,0,0,0,0,0,0
597,3,0,0,0,0,0,0,0,0,0
598,3,1,0,0,0,0,0,0,0,0
599,3,0,0,0,0,0,0,0,0,0
600,3,0,1,1,0,0,0,0,0,0
601,2,1,0,0,0,0,0,0,0,0
602,3,0,0,1,0,0,0,0,0,0
603,3,0,0,0,0,0,0,0,0,0
604,1,0,0,1,0,0,0,0,0,0
605,3,0,0,1,0,0,0,0,0,0
606,1,1,0,0,0,0,0,0,0,0
607,0,0,1,0,0,0,0,0,0,0
608,1,1,0,1,0,0,0,1,0,0
609,1,1,0,0,0,0,0,0,0,0
610,1,0,0,0,0,0,0,0,0,0
611,7,0,0,0,0,0,0,0,0,0
612,6,0,0,0,0,0,0,0,0,0
613,5,0,0,0,1,0,0,0,0,0
614,7,0,0,1,2,0,0,0,0,0
615,7,1,0,1,1,0,0,0,0,0
616,7,0,0,1,1,2,0,0,0,0
617,5,0,0,0,0,0,0,0,0,0
618,3,0,0,0,0,0,0,0,0,0
619,1,0,0,0,0,0,0,0,0,0
620,1,0,0,0,0,0,0,0,0,0
621,7,0,0,0,0,0,0,0,0,0
622,6,0,0,0,0,0,0,0,0,0
623,5,0,0,0,1,0,0,0,0,0
